date,open,high,low,close,volume,padding
2006-03-13,142.35,142.95,139.18,140.72,4945700.0,0
2006-03-14,145.83,149.5,145.62,149.42,11360100.0,0
2006-03-15,148.1,149.64,147.59,149.0,7557100.0,0
2006-03-16,149.0,149.69,147.45,147.69,6025800.0,0
2006-03-17,148.25,151.54,148.03,150.36,6670000.0,0
2006-03-20,149.83,152.66,149.8,152.18,4896800.0,0
2006-03-21,151.61,152.0,149.01,149.4,4460600.0,0
2006-03-22,148.4,152.36,148.3,151.82,3770800.0,0
2006-03-23,151.17,151.96,150.45,151.67,3852700.0,0
2006-03-24,151.68,152.57,150.88,152.17,2651700.0,0
2006-03-27,152.27,155.36,152.13,155.0,4314600.0,0
2006-03-28,155.01,157.82,154.16,154.16,6481600.0,0
2006-03-29,154.9,157.57,154.84,156.9,4458100.0,0
2006-03-30,157.73,159.63,155.71,156.81,4771000.0,0
2006-03-31,157.0,158.38,156.25,156.96,3298400.0,0
2006-04-03,157.99,159.88,156.92,158.12,3979800.0,0
2006-04-04,158.7,161.36,158.12,161.0,5088800.0,0
2006-04-05,160.5,161.92,160.0,160.75,4191500.0,0
2006-04-06,160.95,162.07,160.07,162.04,4180900.0,0
2006-04-07,161.05,163.16,159.89,161.02,4964100.0,0
2006-04-10,162.5,164.05,161.45,162.46,4470700.0,0
2006-04-11,163.0,163.3,158.51,159.15,4962800.0,0
2006-04-12,159.28,160.3,158.4,159.52,3404000.0,0
2006-04-13,158.45,159.69,158.2,159.43,2217100.0,0
2006-04-17,160.25,163.21,160.0,161.94,3381700.0,0
2006-04-18,162.75,166.18,161.32,165.55,4828300.0,0
2006-04-19,164.55,167.57,163.6,167.05,4670400.0,0
2006-04-20,166.06,169.31,166.06,168.2,4893900.0,0
2006-04-21,168.62,168.66,165.32,165.89,3591500.0,0
2006-04-24,165.5,166.27,163.5,165.35,3431400.0,0
2006-04-25,165.35,165.6,161.76,162.8,3361400.0,0
2006-04-26,163.0,164.65,162.2,163.4,3032600.0,0
2006-04-27,162.63,165.79,162.1,163.97,4063900.0,0
2006-04-28,163.81,164.89,158.65,160.29,5349000.0,0
2006-05-01,161.1,161.67,156.08,156.45,5652300.0,0
2006-05-02,157.6,160.0,157.12,158.83,3710700.0,0
2006-05-03,159.5,159.85,157.75,159.15,2521000.0,0
2006-05-04,159.0,160.33,158.0,158.04,2554600.0,0
2006-05-05,159.75,164.6,159.69,164.39,3737500.0,0
2006-05-08,164.39,166.55,162.2,163.53,2395700.0,0
2006-05-09,163.75,166.26,163.7,165.75,2615300.0,0
2006-05-10,164.85,165.41,162.05,164.09,3215800.0,0
2006-05-11,164.07,164.49,158.6,159.28,3639600.0,0
2006-05-12,158.18,159.7,156.07,156.11,4579300.0,0
2006-05-15,155.0,157.0,151.11,153.14,6119200.0,0
2006-05-16,153.0,155.11,150.62,152.7,4016000.0,0
2006-05-17,150.85,151.15,147.0,148.21,7477600.0,0
2006-05-18,148.93,150.25,146.25,147.03,6076200.0,0
2006-05-19,148.3,150.45,146.75,149.41,6502500.0,0
2006-05-22,147.94,148.51,143.34,146.15,8472600.0,0
2006-05-23,148.05,148.88,142.51,143.7,5606600.0,0
2006-05-24,143.12,145.59,140.42,143.92,8759600.0,0
2006-05-25,145.56,149.25,144.68,147.32,5611300.0,0
2006-05-26,150.0,152.94,149.47,152.94,5749700.0,0
2006-05-30,151.55,151.95,149.25,149.83,5217200.0,0
2006-05-31,151.3,152.39,149.15,150.95,5262200.0,0
2006-06-01,150.92,153.59,150.19,153.55,4206200.0,0
2006-06-02,154.99,157.0,153.6,154.09,4253400.0,0
2006-06-05,154.95,156.29,149.85,150.4,5400000.0,0
2006-06-06,150.6,152.06,147.5,149.24,6562400.0,0
2006-06-07,149.25,152.53,148.3,149.95,4319900.0,0
2006-06-08,149.4,150.67,144.5,149.76,7885500.0,0
2006-06-09,150.58,152.1,148.99,150.41,4407300.0,0
2006-06-12,150.5,150.72,145.0,145.0,5860300.0,0
2006-06-13,143.25,145.5,138.01,139.25,15679700.0,0
2006-06-14,140.86,141.765,136.79,138.5,10541300.0,0
2006-06-15,140.4,145.19,140.07,144.12,10870200.0,0
2006-06-16,143.3,144.59,142.61,144.0,6368000.0,0
2006-06-19,144.9,145.75,142.95,143.75,6517300.0,0
2006-06-20,144.65,145.99,143.59,145.26,5808700.0,0
2006-06-21,145.77,150.32,145.5,149.83,7645900.0,0
2006-06-22,149.03,150.5,146.95,148.31,4402000.0,0
2006-06-23,148.04,149.4,147.21,147.92,3488000.0,0
2006-06-26,148.99,149.95,148.1,149.9,3799600.0,0
2006-06-27,149.8,150.89,147.0,147.16,3666400.0,0
2006-06-28,147.41,148.5,145.07,146.49,4907100.0,0
2006-06-29,148.1,152.2,146.35,152.2,6656800.0,0
2006-06-30,152.2,152.72,149.5,150.43,5973300.0,0
2006-07-03,151.93,152.79,151.34,152.45,3250500.0,0
2006-07-05,151.36,151.7,150.0,150.95,4478600.0,0
2006-07-06,152.29,152.3,150.2,150.58,3441000.0,0
2006-07-07,150.01,150.5,148.44,148.51,3618700.0,0
2006-07-10,149.0,150.41,148.16,148.85,2946100.0,0
2006-07-11,148.4,149.0,146.55,148.67,3817200.0,0
2006-07-12,149.1,149.23,145.07,145.27,4300100.0,0
2006-07-13,143.7,145.2,142.1,142.55,6116700.0,0
2006-07-14,143.1,143.5,138.97,140.1,5659400.0,0
2006-07-17,140.1,142.27,139.2,140.87,4528700.0,0
2006-07-18,140.62,142.48,139.9,142.34,5874300.0,0
2006-07-19,142.7,147.85,142.7,146.97,6079400.0,0
2006-07-20,146.7,147.8,145.0,145.18,4264500.0,0
2006-07-21,145.05,145.06,141.8,142.04,4682400.0,0
2006-07-24,143.3,147.5,143.06,146.9,4610700.0,0
2006-07-25,146.9,149.67,145.34,148.49,4984000.0,0
2006-07-26,147.5,148.82,146.69,147.38,3326000.0,0
2006-07-27,148.7,149.63,147.59,148.26,4085900.0,0
2006-07-28,149.65,152.35,149.33,151.72,4752200.0,0
2006-07-31,151.6,153.73,150.66,152.75,4370000.0,0
2006-08-01,151.68,151.74,149.59,151.26,3468500.0,0
2006-08-02,150.26,150.5,147.54,149.9,6139300.0,0
2006-08-03,148.75,153.15,148.47,152.1,3854000.0,0
2006-08-04,154.0,156.29,152.17,152.99,4892300.0,0
2006-08-07,152.12,154.85,151.76,152.65,3029800.0,0
2006-08-08,152.65,155.4,150.49,151.45,6199900.0,0
2006-08-09,153.4,153.75,149.6,150.01,4234300.0,0
2006-08-10,149.5,152.12,148.5,151.63,3782100.0,0
2006-08-11,152.35,152.87,149.99,151.11,2576500.0,0
2006-08-14,152.48,153.01,149.43,150.37,3110900.0,0
2006-08-15,152.38,153.99,151.21,152.65,4907000.0,0
2006-08-16,153.95,155.05,152.72,154.99,3563900.0,0
2006-08-17,153.9,156.87,153.85,154.45,3365700.0,0
2006-08-18,154.45,154.75,153.0,154.68,2742100.0,0
2006-08-21,153.16,154.25,151.64,153.83,3731200.0,0
2006-08-22,154.37,155.01,153.05,154.15,3696600.0,0
2006-08-23,153.41,154.75,152.15,152.7,2811300.0,0
2006-08-24,153.55,153.6,150.75,151.4,3100000.0,0
2006-08-25,150.58,151.42,149.75,150.07,2476200.0,0
2006-08-28,148.25,150.54,147.88,149.53,4151000.0,0
2006-08-29,149.6,149.79,145.66,147.09,4939600.0,0
2006-08-30,147.2,147.76,146.42,147.06,2938000.0,0
2006-08-31,147.07,148.75,147.07,148.65,2834300.0,0
2006-09-01,148.7,149.43,147.13,149.14,3453100.0,0
2006-09-05,149.75,151.51,149.05,151.28,3576000.0,0
2006-09-06,150.4,151.44,149.92,150.67,2962200.0,0
2006-09-07,149.68,150.68,148.35,148.57,3577600.0,0
2006-09-08,149.25,151.0,147.52,149.8,3277400.0,0
2006-09-11,149.25,151.23,149.15,151.0,3134200.0,0
2006-09-12,155.23,159.75,154.71,158.29,10644400.0,0
2006-09-13,157.7,162.26,156.81,160.86,7605900.0,0
2006-09-14,159.78,163.18,159.52,162.52,5496800.0,0
2006-09-15,162.5,163.75,161.52,162.71,6845100.0,0
2006-09-18,162.02,164.8,162.0,163.22,5733300.0,0
2006-09-19,163.0,164.22,162.31,163.39,4851400.0,0
2006-09-20,166.0,167.16,164.22799999999995,166.6,6403800.0,0
2006-09-21,167.5,169.69,165.86,167.15,8052600.0,0
2006-09-22,166.95,168.33,165.76,167.52,5103900.0,0
2006-09-25,167.9,169.42,167.0,168.69,4780000.0,0
2006-09-26,167.94,169.92,167.02,168.68,6095300.0,0
2006-09-27,168.93,169.9,167.25,169.0,5185300.0,0
2006-09-28,168.95,170.0,167.8,170.0,4413800.0,0
2006-09-29,170.05,171.15,169.1,169.17,4394400.0,0
2006-10-02,168.51,171.45,168.51,170.69,4143700.0,0
2006-10-03,170.44,174.4,170.1,174.2,5823500.0,0
2006-10-04,173.46,176.66,173.31,176.56,8069400.0,0
2006-10-05,175.64,176.52,174.69,175.5,5749400.0,0
2006-10-06,174.32,176.0,173.8,175.65,4898200.0,0
2006-10-09,175.4,177.49,175.32,177.45,3985500.0,0
2006-10-10,177.05,179.85,176.79,178.86,6559900.0,0
2006-10-11,177.3,178.97,176.75,178.97,5615300.0,0
2006-10-12,179.27,181.92,178.61,181.51,5754200.0,0
2006-10-13,181.21,183.96,180.65,183.85,5163300.0,0
2006-10-16,183.82,185.48,183.09,185.22,4699100.0,0
2006-10-17,184.22,184.71,182.14,183.07,5867200.0,0
2006-10-18,184.07,184.65,181.85,182.62,6127000.0,0
2006-10-19,181.25,182.63,179.9,180.05,5560400.0,0
2006-10-20,179.29,180.69,108.2,180.4,4206600.0,0
2006-10-23,180.23,184.87,180.21,184.7,4695800.0,0
2006-10-24,184.52,188.25,184.4,187.84,5516100.0,0
2006-10-25,188.64,189.69,187.16,188.61,5224400.0,0
2006-10-26,189.2,193.6,188.29,193.38,5732100.0,0
2006-10-27,193.23,193.23,188.39,188.67,5703200.0,0
2006-10-30,188.0,190.55,186.7,189.75,5354900.0,0
2006-10-31,190.0,191.02,188.88,189.79,4548300.0,0
2006-11-01,191.0,192.21,184.75,185.0,7731800.0,0
2006-11-02,184.51,187.79,182.7,187.39,6191000.0,0
2006-11-03,188.9,188.95,185.3,187.13,4153100.0,0
2006-11-06,187.68,191.7,187.68,190.0,4639000.0,0
2006-11-07,190.2,191.42,188.56,188.68,3697900.0,0
2006-11-08,187.65,189.92,186.5,188.77,3989800.0,0
2006-11-09,188.4,189.0,184.78,184.78,4488400.0,0
2006-11-10,185.46,187.07,184.6,187.06,3319800.0,0
2006-11-13,187.65,189.8,187.23,187.73,3382300.0,0
2006-11-14,188.4,190.94,185.4,190.36,4702800.0,0
2006-11-15,190.37,194.32,189.84,193.11,5090900.0,0
2006-11-16,194.08,196.8,194.0,196.72,4784000.0,0
2006-11-17,195.36,197.0,194.88,195.04,3397300.0,0
2006-11-20,195.39,198.11,195.03,197.45,3344800.0,0
2006-11-21,199.0,199.89,198.29,199.76,3447600.0,0
2006-11-22,200.0,202.47,199.99,202.29,3057200.0,0
2006-11-24,200.23,203.35,199.15,201.6,1978600.0,0
2006-11-27,201.35,202.1,193.11,193.11,6328200.0,0
2006-11-28,193.0,197.49,191.5,197.12,5864900.0,0
2006-11-29,199.17,199.45,193.06,196.22,5915000.0,0
2006-11-30,195.4,196.45,193.18,194.8,4082500.0,0
2006-12-01,195.7,196.43,191.52,194.5,4820900.0,0
2006-12-04,195.65,200.083,195.39,200.05,4259100.0,0
2006-12-05,199.7,202.25,198.21,201.61,3733000.0,0
2006-12-06,202.0,205.05,201.0,205.0,4133200.0,0
2006-12-07,206.39,206.7,200.0,200.2,5237500.0,0
2006-12-08,200.5,205.26,200.0,205.1,4968600.0,0
2006-12-11,205.5,205.5,201.84,202.52,5905800.0,0
2006-12-12,200.41,203.85,198.44,200.0,8926200.0,0
2006-12-13,200.72,201.78,198.0,198.31,5823000.0,0
2006-12-14,199.2,200.8,197.63,200.13,5081500.0,0
2006-12-15,200.61,201.95,199.8,199.84,5451400.0,0
2006-12-18,200.55,203.59,199.64,203.24,6018800.0,0
2006-12-19,201.98,202.67,200.43,201.24,4865700.0,0
2006-12-20,202.15,204.31,201.24,201.37,4336800.0,0
2006-12-21,202.04,202.69,197.7,198.1,4661800.0,0
2006-12-22,199.1,199.15,195.66,198.09,3500600.0,0
2006-12-26,198.9,200.6,198.29,199.86,2575600.0,0
2006-12-27,199.86,202.29,199.72,201.95,2887200.0,0
2006-12-28,202.33,202.48,199.76,200.8,2395600.0,0
2006-12-29,200.93,202.4,199.32,199.35,2762500.0,0
2007-01-03,200.6,203.32,197.82,200.72,6494900.0,0
2007-01-04,200.45,200.67,198.07,198.85,6460200.0,0
2007-01-05,198.43,200.0,197.9,199.05,5892900.0,0
2007-01-08,199.05,203.95,198.1,203.73,7851000.0,0
2007-01-09,203.54,204.9,202.0,204.08,7147100.0,0
2007-01-10,202.4,208.44,201.5,208.11,8025700.0,0
2007-01-11,208.34,213.17,207.6,211.88,9039400.0,0
2007-01-12,212.05,214.22,210.4,213.99,6618900.0,0
2007-01-16,200.0,215.13,200.0,213.59,5846600.0,0
2007-01-17,212.2,214.09,210.85,213.23,5306300.0,0
2007-01-18,213.75,214.81,209.1,209.33,6423200.0,0
2007-01-19,209.08,211.44,208.84,210.29,5333700.0,0
2007-01-22,211.09,213.25,209.6,212.97,4980700.0,0
2007-01-23,212.82,213.42,210.65,212.64,6293400.0,0
2007-01-24,213.51,220.17,213.03,220.1,6386800.0,0
2007-01-25,219.83,220.51,212.51,213.07,7853800.0,0
2007-01-26,214.56,214.9,210.6,213.5,7458200.0,0
2007-01-29,213.9,215.08,210.13,211.04,5890700.0,0
2007-01-30,211.5,212.31,208.37,208.78,6001000.0,0
2007-01-31,208.3,212.75,207.29,212.16,7235100.0,0
2007-02-01,213.25,213.9,209.73,212.0,5734500.0,0
2007-02-02,211.0,213.9,211.0,213.43,3527000.0,0
2007-02-05,213.14,213.72,211.5,212.55,2995700.0,0
2007-02-06,213.29,215.86,212.7,214.65,3803100.0,0
2007-02-07,215.03,215.85,213.1,213.55,3621700.0,0
2007-02-08,212.4,215.21,209.81,213.9,5410500.0,0
2007-02-09,215.77,219.26,210.58,213.28,9109300.0,0
2007-02-12,213.75,214.0,209.87,211.13,5384400.0,0
2007-02-13,212.5,213.3,210.47,212.53,4022000.0,0
2007-02-14,213.7,219.1,212.79,217.4,7696400.0,0
2007-02-15,217.94,218.84,216.41,216.82,3627200.0,0
2007-02-16,215.96,217.5,215.02,216.92,3118500.0,0
2007-02-20,218.33,221.9,215.97,220.94,6225500.0,0
2007-02-21,219.25,221.5,218.16,220.15,5225500.0,0
2007-02-22,221.0,222.75,218.0,218.97,4273400.0,0
2007-02-23,219.16,219.8,215.55,216.5,5507400.0,0
2007-02-26,217.99,218.37,212.66,214.0,5552700.0,0
2007-02-27,208.55,210.4,194.65,199.76,18817600.0,0
2007-02-28,200.4,203.85,197.79,201.75,15940000.0,0
2007-03-01,196.0,202.7,194.08,199.66,14141300.0,0
2007-03-02,198.21,200.92,195.59,195.67,9842200.0,0
2007-03-05,193.05,197.49,189.85,190.0,13391800.0,0
2007-03-06,194.75,198.2,193.7,197.37,10796300.0,0
2007-03-07,197.48,199.0,195.5,195.59,8459500.0,0
2007-03-08,198.17,202.02,198.0,199.94,10789400.0,0
2007-03-09,202.95,202.99,198.86,201.7,7676900.0,0
2007-03-12,200.0,202.89,198.86,202.6,9623200.0,0
2007-03-13,204.15,208.56,198.52,199.03,31973100.0,0
2007-03-14,200.0,202.16,197.54,200.15,20394300.0,0
2007-03-15,200.0,202.37,199.5,200.89,9741600.0,0
2007-03-16,200.91,201.05,198.27,199.0,10875200.0,0
2007-03-19,201.9,202.5,200.44,202.44,8186200.0,0
2007-03-20,202.49,204.43,202.0,204.0,6641900.0,0
2007-03-21,205.89,211.51,204.16,210.95,10934100.0,0
2007-03-22,211.6,211.75,209.29,210.08,8016100.0,0
2007-03-23,209.83,211.89,209.71,211.89,5106800.0,0
2007-03-26,212.01,212.22,209.3,211.73,6525100.0,0
2007-03-27,210.83,211.73,209.74,209.87,4806100.0,0
2007-03-28,207.96,208.67,206.19,206.76,7991200.0,0
2007-03-29,208.09,208.89,206.3,207.2,6380800.0,0
2007-03-30,207.36,209.03,204.7,206.63,5177000.0,0
2007-04-02,207.45,207.68,203.29,205.65,5797000.0,0
2007-04-03,207.0,209.75,206.47,209.75,5015300.0,0
2007-04-04,209.45,209.95,208.21,208.79,4141600.0,0
2007-04-05,208.5,208.5,207.41,207.93,3010800.0,0
2007-04-09,208.57,209.87,207.45,208.94,3610500.0,0
2007-04-10,208.3,209.81,208.21,209.05,3002700.0,0
2007-04-11,208.7,208.87,206.61,206.93,5550400.0,0
2007-04-12,206.25,207.52,205.39,207.05,3946200.0,0
2007-04-13,207.1,207.95,205.61,206.5,4320400.0,0
2007-04-16,208.85,215.23,208.12,214.52,10003000.0,0
2007-04-17,215.15,216.87,213.54,214.9,6064400.0,0
2007-04-18,214.1,218.54,213.97,216.75,6077200.0,0
2007-04-19,215.2,221.71,214.8,218.94,8880000.0,0
2007-04-20,220.74,222.19,218.37,220.0,7393900.0,0
2007-04-23,221.0,223.98,220.48,222.42,5816300.0,0
2007-04-24,222.75,223.24,218.71,220.72,6724800.0,0
2007-04-25,221.75,226.05,220.1,225.6,7627000.0,0
2007-04-26,225.9,226.61,224.17,224.81,4730800.0,0
2007-04-27,223.5,225.71,222.99,224.28,3597400.0,0
2007-04-30,224.36,224.98,218.48,218.61,5484500.0,0
2007-05-01,219.08,219.91,215.35,218.58,6295500.0,0
2007-05-02,218.0,221.92,217.45,219.49,4859500.0,0
2007-05-03,220.45,221.93,218.55,221.56,4414600.0,0
2007-05-04,222.6,227.34,221.43,227.34,5632300.0,0
2007-05-07,227.0,229.9,225.6,227.22,4637000.0,0
2007-05-08,225.91,225.99,222.96,224.95,4879700.0,0
2007-05-09,224.01,227.68,223.35,226.57,5195100.0,0
2007-05-10,225.5,226.98,222.95,223.1,4963100.0,0
2007-05-11,223.91,227.55,223.6,227.5,4956100.0,0
2007-05-14,228.03,229.0,225.35,226.18,4761900.0,0
2007-05-15,226.19,228.33,224.26,224.38,5771800.0,0
2007-05-16,225.59,227.96,224.52,227.11,5161400.0,0
2007-05-17,226.86,227.93,225.25,227.38,4185200.0,0
2007-05-18,228.55,231.22,227.95,230.34,6726900.0,0
2007-05-21,230.58,231.69,228.56,229.23,7778600.0,0
2007-05-22,229.79,231.66,228.75,230.71,3568400.0,0
2007-05-23,231.0,232.41,228.43,228.54,4276600.0,0
2007-05-24,229.37,230.75,225.05,225.68,6211000.0,0
2007-05-25,226.6,226.95,224.19,225.53,4068800.0,0
2007-05-29,226.25,228.9,226.03,228.44,3734700.0,0
2007-05-30,226.25,232.0,225.6,232.0,5393000.0,0
2007-05-31,232.21,233.97,230.09,230.82,4578100.0,0
2007-06-01,232.09,232.89,229.59,230.71,4093200.0,0
2007-06-04,230.0,230.65,227.94,229.71,3411600.0,0
2007-06-05,229.36,230.33,228.25,229.36,3676600.0,0
2007-06-06,227.77,227.94,224.85,227.35,4411400.0,0
2007-06-07,226.29,227.42,219.34,220.05,8363600.0,0
2007-06-08,220.1,225.07,218.75,225.06,5903000.0,0
2007-06-11,225.6,227.57,224.13,227.16,4285600.0,0
2007-06-12,226.9,231.12,225.58,227.85,7474500.0,0
2007-06-13,229.0,233.64,228.0,233.64,7359000.0,0
2007-06-14,227.37,229.3,225.01,225.75,14381600.0,0
2007-06-15,227.33,228.47,226.0,226.19,7430400.0,0
2007-06-18,226.65,227.54,224.8,226.97,4370200.0,0
2007-06-19,226.16,229.57,225.49,229.47,4580200.0,0
2007-06-20,229.75,230.33,225.72,225.89,5831400.0,0
2007-06-21,225.98,226.9,222.2,226.9,8340800.0,0
2007-06-22,226.14,226.79,220.27,222.4,9778800.0,0
2007-06-25,221.0,223.17,215.05,216.74,11566700.0,0
2007-06-26,217.41,219.36,214.17,214.17,9711500.0,0
2007-06-27,213.91,219.8,212.56,219.33,9018600.0,0
2007-06-28,219.75,221.47,217.67,218.96,5980200.0,0
2007-06-29,219.55,220.44,213.69,216.75,7853800.0,0
2007-07-02,217.5,219.65,216.0,219.18,5019900.0,0
2007-07-03,220.34,224.9,219.99,224.55,4676800.0,0
2007-07-05,224.29,224.29,221.2,221.32,5385600.0,0
2007-07-06,220.76,224.22,220.7,223.64,4122400.0,0
2007-07-09,223.02,225.77,222.509,223.3,3998900.0,0
2007-07-10,220.99,222.7,216.52,217.08,7960500.0,0
2007-07-11,216.98,219.0,214.65,216.72,8924700.0,0
2007-07-12,218.47,220.29,216.72,220.29,6072900.0,0
2007-07-13,220.06,222.82,219.2,222.18,5605300.0,0
2007-07-16,221.87,223.45,219.46,220.4,4654500.0,0
2007-07-17,221.74,222.12,218.65,219.4,5582200.0,0
2007-07-18,216.03,218.52,212.34,214.99,11664000.0,0
2007-07-19,217.08,217.5,210.03,211.69,9461900.0,0
2007-07-20,211.17,211.97,204.79,205.94,14540900.0,0
2007-07-23,207.16,207.88,204.07,205.04,7760400.0,0
2007-07-24,202.63,204.56,196.77,198.15,12344500.0,0
2007-07-25,199.8,203.75,197.78,203.16,13933200.0,0
2007-07-26,198.0,199.89,189.0,195.12,22690900.0,0
2007-07-27,194.67,196.84,190.51,192.65,17054700.0,0
2007-07-30,194.52,197.6,192.45,195.74,12195100.0,0
2007-07-31,198.55,198.99,187.25,188.34,14744900.0,0
2007-08-01,187.03,189.1,182.85,189.0,16284300.0,0
2007-08-02,189.15,192.48,185.0,187.46,13133400.0,0
2007-08-03,185.41,186.84,179.68,179.68,19828300.0,0
2007-08-06,179.2,187.86,175.0,187.79,18867300.0,0
2007-08-07,186.58,194.64,185.39,191.25,22763100.0,0
2007-08-08,192.04,198.5,188.76,193.3,20622000.0,0
2007-08-09,186.16,190.65,180.79,182.25,20868400.0,0
2007-08-10,178.65,184.41,175.57,180.5,20278700.0,0
2007-08-13,185.01,187.25,176.61,177.5,15296400.0,0
2007-08-14,178.6,178.78,169.0,169.75,26255900.0,0
2007-08-15,169.0,173.52,163.83,164.9,22268000.0,0
2007-08-16,163.1,171.41,157.38,169.85,31328800.0,0
2007-08-17,178.12,180.86,170.5,175.0,26741100.0,0
2007-08-20,176.02,176.39,170.12,172.76,13174400.0,0
2007-08-21,172.5,177.3,170.0,175.48,11796100.0,0
2007-08-22,177.52,180.05,174.29,177.89,13427000.0,0
2007-08-23,179.79,180.88,175.92,177.5,10549400.0,0
2007-08-24,176.77,180.26,175.6,179.73,8935300.0,0
2007-08-27,179.33,180.05,177.26,177.95,6664000.0,0
2007-08-28,175.5,176.13,170.25,170.95,11610600.0,0
2007-08-29,172.38,174.45,167.92,173.72,12797500.0,0
2007-08-30,169.96,173.43,169.79,171.38,9559600.0,0
2007-08-31,175.65,178.1,173.87,176.01,11023700.0,0
2007-09-04,176.18,183.7,176.18,180.8,10161800.0,0
2007-09-05,179.68,179.79,176.9,177.81,8987600.0,0
2007-09-06,178.5,179.71,175.36,179.18,9250600.0,0
2007-09-07,176.4,181.05,175.0,178.98,15144300.0,0
2007-09-10,180.5,186.07,178.5,183.61,12989300.0,0
2007-09-11,185.5,187.0,182.5,183.5,11334500.0,0
2007-09-12,183.14,184.25,181.7,182.53,7737700.0,0
2007-09-13,183.75,196.04,183.72,188.47,11292300.0,0
2007-09-14,186.95,191.0,185.59,190.59,9337600.0,0
2007-09-17,189.15,189.5,186.34,187.61,7751300.0,0
2007-09-18,190.8,200.76,187.41,200.5,22107700.0,0
2007-09-19,203.49,207.0,203.0,205.5,23115400.0,0
2007-09-20,210.94,211.0,203.44,203.53,27435100.0,0
2007-09-21,205.57,210.355,203.53,209.98,18187700.0,0
2007-09-24,210.99,214.9,207.71,210.43,13439800.0,0
2007-09-25,209.0,213.07,208.81,210.9,11727900.0,0
2007-09-26,212.42,216.27,210.8,214.61,10681000.0,0
2007-09-27,215.45,218.38,214.19,216.78,8330100.0,0
2007-09-28,215.76,218.67,215.25,216.74,6156400.0,0
2007-10-01,215.41,223.62,215.4,222.98,9905600.0,0
2007-10-02,223.25,228.5,222.11,228.02,9419800.0,0
2007-10-03,226.25,230.63,225.67,227.35,10121400.0,0
2007-10-04,227.55,229.25,223.89,225.95,10039900.0,0
2007-10-05,227.11,229.72,225.96,228.5,7327700.0,0
2007-10-08,227.51,229.35,226.26,226.96,4142600.0,0
2007-10-09,227.8,239.7,226.2,239.2,15123700.0,0
2007-10-10,238.45,239.03,234.9,235.94,9685200.0,0
2007-10-11,239.02,239.02,226.05,229.01,12887100.0,0
2007-10-12,230.63,234.2,229.73,233.56,6544800.0,0
2007-10-15,233.25,234.31,227.42,229.34,7024200.0,0
2007-10-16,227.86,228.0,223.2,224.83,7415500.0,0
2007-10-17,227.4,230.48,223.08,227.62,9189000.0,0
2007-10-18,224.9,228.31,224.22,227.85,6499200.0,0
2007-10-19,226.15,227.47,217.6,217.69,13106800.0,0
2007-10-22,216.52,224.25,213.0,222.18,12163500.0,0
2007-10-23,223.63,225.87,220.91,223.76,8176600.0,0
2007-10-24,222.76,225.82,215.8,225.12,12650800.0,0
2007-10-25,224.11,230.0,221.81,226.66,12088700.0,0
2007-10-26,232.86,236.99,229.36,235.92,9389300.0,0
2007-10-29,236.22,244.98,235.07,243.81,9892400.0,0
2007-10-30,241.5,246.4,239.45,240.33,10453400.0,0
2007-10-31,240.36,250.7,240.0,247.92,14384600.0,0
2007-11-01,243.55,244.41,238.75,240.21,12579000.0,0
2007-11-02,241.8,241.8,223.44,229.6,25177900.0,0
2007-11-05,220.0,224.9,212.8,218.39,21377900.0,0
2007-11-06,221.74,224.07,213.59,223.16,15570500.0,0
2007-11-07,218.9,221.79,213.16,214.18,13210300.0,0
2007-11-08,213.67,218.0,201.57,209.94,20301400.0,0
2007-11-09,202.57,218.59,202.57,211.33,16979700.0,0
2007-11-12,210.9,221.19,208.24,214.71,14406900.0,0
2007-11-13,220.94,233.04,218.34,233.04,17393800.0,0
2007-11-14,239.97,240.05,231.04,233.31,13943300.0,0
2007-11-15,230.01,233.69,223.74,227.02,10243100.0,0
2007-11-16,228.26,229.57,222.57,225.25,10083400.0,0
2007-11-19,223.52,228.4,216.62,220.54,11007900.0,0
2007-11-20,220.4,226.23,213.5,217.48,13433000.0,0
2007-11-21,213.55,215.27,206.44,209.5,14874300.0,0
2007-11-23,212.52,216.48,211.8,216.48,4737100.0,0
2007-11-26,214.81,217.45,205.42,207.45,9815200.0,0
2007-11-27,209.51,213.98,206.19,213.33,11946400.0,0
2007-11-28,217.58,227.86,214.69,227.52,15710600.0,0
2007-11-29,226.32,228.31,222.5,224.38,9774200.0,0
2007-11-30,232.65,234.22,224.77,226.64,11878600.0,0
2007-12-03,225.9,229.35,223.6,226.89,6800300.0,0
2007-12-04,221.07,223.46,215.22,215.22,10734100.0,0
2007-12-05,219.46,220.0,214.23,218.26,12954700.0,0
2007-12-06,214.5,223.35,214.29,222.51,9987100.0,0
2007-12-07,223.01,224.04,217.03,217.89,7797700.0,0
2007-12-10,219.35,224.311,218.01,224.21,8412400.0,0
2007-12-11,224.11,227.45,210.69,211.15,12783500.0,0
2007-12-12,217.05,220.85,208.5,212.58,18041100.0,0
2007-12-13,209.85,214.24,204.94,208.48,17143300.0,0
2007-12-14,208.04,215.2,207.7,210.67,10348500.0,0
2007-12-17,209.03,211.81,207.0,208.63,13323900.0,0
2007-12-18,209.77,210.53,196.9,201.51,30016700.0,0
2007-12-19,202.01,206.1,200.64,204.16,11895100.0,0
2007-12-20,206.09,206.72,200.65,202.67,10108000.0,0
2007-12-21,205.79,210.25,205.02,209.6,10853800.0,0
